date_time,temp,co2,noise,occ
2018-10-22 00:00:00,25.9735751152039,443.142857142857,35.9881067064073,0
2018-10-22 00:01:00,25.9775128364563,442.571428571429,36.3586120435927,0
2018-10-22 00:02:00,25.9977572304862,446.333333333333,36.7317818196615,0
2018-10-22 00:03:00,25.9714753627777,443.714285714286,36.1587893507216,0
2018-10-22 00:04:00,25.9674998692104,446,36.5248124186198,0
2018-10-22 00:05:00,25.9809377193451,446,35.9881067064073,0
2018-10-22 00:06:00,25.9700376987457,446,35.9837465922038,0
2018-10-22 00:07:00,25.9827625751495,446.571428571429,35.9756798638238,0
2018-10-22 00:08:00,25.9603123664856,444.857142857143,36.9242375691732,0
2018-10-22 00:09:00,25.9665999412537,445.142857142857,36.9266798231337,0
2018-10-22 00:10:00,25.997628893171,448.666666666667,37.8290064493815,0
2018-10-22 00:11:00,25.9698750972748,444.857142857143,36.8849355061849,0
2018-10-22 00:12:00,25.9714875221252,446.857142857143,36.8831110636393,0
2018-10-22 00:13:00,25.9715876579285,446,36.8810043334961,0
2018-10-22 00:14:00,25.9661004543304,444.285714285714,36.8770821465386,0
2018-10-22 00:15:00,25.9827286856515,448,36.8702976650662,0
2018-10-22 00:16:00,25.9807335535685,443.6,36.8727996826172,0
2018-10-22 00:17:00,25.9694004058838,444.285714285714,34.9919419182671,0
2018-10-22 00:18:00,25.9847142355783,448.666666666667,34.9833620707194,0
2018-10-22 00:19:00,25.9894858769008,448.666666666667,34.0451663547092,0
2018-10-22 00:20:00,25.9623999595642,446,33.1048196580675,0
2018-10-22 00:21:00,25.9538571493966,450,34.0414998372396,0
2018-10-22 00:22:00,25.9872997828892,449,34.9596442328559,0
2018-10-22 00:23:00,25.9578860146659,449.333333333333,34.0169063991971,0
2018-10-22 00:24:00,25.9388138907296,442.333333333333,33.9904842800564,0
2018-10-22 00:25:00,25.9602997303009,445.142857142857,33.9850531684028,0
2018-10-22 00:26:00,25.9637250900269,445.428571428571,33.9833020528158,0
2018-10-22 00:27:00,25.963837146759,444.285714285714,34.9445465935601,0
2018-10-22 00:28:00,25.9443858010428,439,35.884144337972,0
2018-10-22 00:29:00,25.9738876819611,443.428571428571,35.902230919732,0
2018-10-22 00:30:00,25.9608249664307,443.142857142857,36.8747485690647,0
2018-10-22 00:31:00,25.9628000259399,444.285714285714,36.8794885423448,0
2018-10-22 00:32:00,25.9534749984741,443.714285714286,36.8840708414714,0
2018-10-22 00:33:00,25.9627876281738,444,36.8848331875271,0
2018-10-22 00:34:00,25.9585745334625,442.857142857143,37.8334465874566,0
2018-10-22 00:35:00,25.9564747810364,443.714285714286,37.8164621988932,0
2018-10-22 00:36:00,25.9449427468436,439,37.8243599785699,0
2018-10-22 00:37:00,25.981071472168,448,36.8663510640462,0
2018-10-22 00:38:00,25.9875142233712,446.666666666667,35.9267644246419,0
2018-10-22 00:39:00,25.9475374221802,443.714285714286,34.9751067267524,0
2018-10-22 00:40:00,25.9525372982025,442.571428571429,34.9730423821343,0
